ref	start	stop	domain	dScore	rDomain	dMatch	phylum	pScore	rPhylum	pMatch	class	cScore	rClass	cMatch	order	oScore	rOrder	oMatch	family	fScore	rFamily	fMatch	genus	gScore	rGenus	gMatch
88764	889	963	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Firmicutes	0	Actinobacteria	1.0	Clostridia	0	Actinomycetales	1.0	Clostridiales	0	Pseudonocardiaceae	0.59	Clostridiales	0	Amycolatopsis	0.57	Ruminococcaceae	0
417718	415	489	Bacteria	1.0	Bacteria	1	Actinobacteria	0.91	Actinobacteria	1	Actinobacteria	0.91	Actinobacteria	1	Actinomycetales	0.91	Actinomycetales	1	Propionibacteriaceae	0.8	Actinomycetales	0	Propionibacterium	0.79	Propionibacteriaceae	0
739383	894	968	Bacteria	1.0	Bacteria	1	Firmicutes	0.92	Firmicutes	1	Bacilli	0.91	Bacilli	1	Bacillales	0.91	Bacillales	1	Staphylococcaceae	0.89	Bacillales	0	Staphylococcus	0.89	Staphylococcaceae	0
673281	620	694	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.99	Bacillales	0	Staphylococcus	0.99	Staphylococcaceae	0
899346	24	98	Bacteria	0.99	Bacteria	1	Firmicutes	0.74	Firmicutes	1	Bacilli	0.69	Bacilli	1	Lactobacillales	0.65	Lactobacillales	1	Streptococcaceae	0.61	Lactobacillales	0	Streptococcus	0.61	Streptococcaceae	0
657968	430	504	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Lactobacillales	1.0	Lactobacillales	1	Streptococcaceae	1.0	Lactobacillales	0	Streptococcus	1.0	Streptococcaceae	0
938709	582	656	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Micrococcaceae	0.97	Actinomycetales	0	Rothia	0.9	Micrococcaceae	0
1020204	741	815	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Corynebacteriaceae	1.0	Actinomycetales	0	Corynebacterium	1.0	Corynebacteriaceae	0
908520	577	651	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.99	Bacillales	0	Staphylococcus	0.99	Staphylococcaceae	0
222619	1225	1299	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Pseudomonadales	1.0	Pseudomonadales	1	Moraxellaceae	1.0	Pseudomonadales	0	Acinetobacter	0.55	Moraxellaceae	0
1039760	75	149	Bacteria	1.0	Bacteria	1	Firmicutes	0.98	Firmicutes	1	Bacilli	0.95	Bacilli	1	Bacillales	0.95	Bacillales	1	Staphylococcaceae	0.93	Bacillales	0	Staphylococcus	0.64	Staphylococcaceae	0
204386	65	139	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Bacteroidia	0.9	Bacteroidia	1	Bacteroidales	0.9	Bacteroidales	1	Rikenellaceae	0.85	Bacteroidales	0	Alistipes	0.85	Rikenellaceae	0
734310	785	859	Bacteria	1.0	Bacteria	1	Firmicutes	0.98	Firmicutes	1	Bacilli	0.98	Bacilli	1	Lactobacillales	0.98	Lactobacillales	1	Streptococcaceae	0.98	Lactobacillales	0	Streptococcus	0.98	Streptococcaceae	0
859065	1016	1090	Bacteria	1.0	Bacteria	1	Firmicutes	0.85	Firmicutes	1	Bacilli	0.82	Bacilli	1	Bacillales	0.79	Gemellales	0	Bacillales_Incertae Sedis XI	0.7	Gemellales	0	Gemella	0.7	Gemellaceae	0
427062	841	915	Bacteria	1.0	Bacteria	1	Firmicutes	0.89	Proteobacteria	0	Clostridia	0.56	Gammaproteobacteria	0	Clostridiales	0.51	Pseudomonadales	0	Ruminococcaceae	0.47	Pseudomonadales	0	Anaerofilum	0.1	Moraxellaceae	0
560363	527	601	Bacteria	1.0	Bacteria	1	Proteobacteria	0.78	Proteobacteria	1	Deltaproteobacteria	0.23	Gammaproteobacteria	0	Myxococcales	0.12	Chromatiales	0	Phaselicystidaceae	0.06	Chromatiales	0	Phaselicystis	0.06	NA	NA	137646	1001	1075	Bacteria	1.0	Bacteria	1	Actinobacteria	0.7	Actinobacteria	1	Actinobacteria	0.7	Actinobacteria	1	Actinomycetales	0.69	Actinomycetales	1	Streptomycetaceae	0.29	Actinomycetales	0	Streptomyces	0.29	Micrococcaceae	0
745895	546	620	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.99	Bacillales	0	Staphylococcus	0.99	Staphylococcaceae	0
2080482	1351	1425	Bacteria	0.99	Bacteria	1	Firmicutes	0.72	Firmicutes	1	Bacilli	0.47	Bacilli	1	Bacillales	0.33	Bacillales	1	Planococcaceae	0.28	Bacillales	0	Solibacillus	0.04	Bacillaceae	0
217726	897	971	Bacteria	1.0	Bacteria	1	Proteobacteria	0.4	Fibrobacteres	0	Deltaproteobacteria	0.2	TG3	0	Desulfovibrionales	0.13	TG3-1	0	Desulfovibrionaceae	0.09	TG3-1	0	Bilophila	0.02	M1PL1-46	0
886510	1137	1211	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Alphaproteobacteria	1.0	Alphaproteobacteria	1	Rhodospirillales	0.99	Rhodospirillales	1	Acetobacteraceae	0.98	Rhodospirillales	0	Roseomonas	0.92	Acetobacteraceae	0
651660	1080	1154	Bacteria	1.0	Bacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinomycetales	0.96	Actinomycetales	1	Promicromonosporaceae	0.39	Actinomycetales	0	Promicromonospora	0.21	Actinomycetaceae	0
800063	1211	1285	Bacteria	0.99	Bacteria	1	Firmicutes	0.74	Firmicutes	1	Erysipelotrichia	0.55	Clostridia	0	Erysipelotrichales	0.55	Clostridiales	0	Erysipelotrichaceae	0.55	Clostridiales	0	Erysipelotrichaceae_incertae_sedis	0.28	NA	NA	841663	668	742	Bacteria	1.0	Bacteria	1	Proteobacteria	0.96	Proteobacteria	1	Alphaproteobacteria	0.79	Alphaproteobacteria	1	Rhodospirillales	0.59	Rhodospirillales	1	Rhodospirillaceae	0.43	Rhodospirillales	0	Rhodovibrio	0.26	Rhodospirillaceae	0
416607	184	258	Bacteria	1.0	Bacteria	1	Firmicutes	0.91	Proteobacteria	0	Clostridia	0.89	Gammaproteobacteria	0	Clostridiales	0.89	Enterobacteriales	0	Lachnospiraceae	0.88	Enterobacteriales	0	Lachnobacterium	0.67	Enterobacteriaceae	0
1070679	568	642	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Lactobacillales	1.0	Lactobacillales	1	Streptococcaceae	1.0	Lactobacillales	0	Streptococcus	1.0	Streptococcaceae	0
2210795	367	441	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Bacteroidia	1.0	Bacteroidia	1	Bacteroidales	1.0	Bacteroidales	1	Porphyromonadaceae	1.0	Bacteroidales	0	Parabacteroides	1.0	Porphyromonadaceae	0
109521	944	1018	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Proteobacteria	0	Clostridia	1.0	Gammaproteobacteria	0	Clostridiales	1.0	Xanthomonadales	0	Ruminococcaceae	0.98	Xanthomonadales	0	Ethanoligenens	0.98	Xanthomonadaceae	0
683376	569	643	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.94	Bacillales	1	Staphylococcaceae	0.86	Bacillales	0	Staphylococcus	0.86	Staphylococcaceae	0
811832	32	106	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Alphaproteobacteria	1.0	Alphaproteobacteria	1	Rhizobiales	1.0	Rhizobiales	1	Brucellaceae	0.97	Rhizobiales	0	Ochrobactrum	0.57	Brucellaceae	0
846361	212	286	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Bacteroidia	1.0	Bacteroidia	1	Bacteroidales	1.0	Bacteroidales	1	Porphyromonadaceae	0.96	Bacteroidales	0	Parabacteroides	0.95	Porphyromonadaceae	0
4225594	114	188	Bacteria	0.98	Bacteria	1	Bacteroidetes	0.7	Bacteroidetes	1	Flavobacteria	0.59	Bacteroidia	0	Flavobacteriales	0.59	Bacteroidales	0	Flavobacteriaceae	0.5	Bacteroidales	0	Lutimonas	0.2	NA	NA	2444757	7	81	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Gammaproteobacteria	0.94	Gammaproteobacteria	1	Xanthomonadales	0.92	Xanthomonadales	1	Xanthomonadaceae	0.92	Xanthomonadales	0	Dokdonella	0.5	Xanthomonadaceae	0
427439	16	90	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Bacteroidetes	0	Bacilli	1.0	Bacteroidia	0	Bacillales	1.0	Bacteroidales	0	Staphylococcaceae	0.99	Bacteroidales	0	Staphylococcus	0.99	Rikenellaceae	0
618199	742	816	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Corynebacteriaceae	0.81	Actinomycetales	0	Corynebacterium	0.81	Corynebacteriaceae	0
213620	829	903	Bacteria	1.0	Bacteria	1	Nitrospira	0.15	Firmicutes	0	Nitrospira	0.15	Clostridia	0	Nitrospirales	0.15	Clostridiales	0	Nitrospiraceae	0.15	Clostridiales	0	Leptospirillum	0.07	NA	NA	3109413	1259	1333	Bacteria	0.95	Bacteria	1	Planctomycetes	0.55	Planctomycetes	1	Planctomycetacia	0.53	Phycisphaerae	0	Planctomycetales	0.53	AKAU3564	0	Planctomycetaceae	0.53	AKAU3564	0	Blastopirellula	0.4	NA	NA	4373820	567	641	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Betaproteobacteria	0.56	Alphaproteobacteria	0	Rhodocyclales	0.56	Rhizobiales	0	Rhodocyclaceae	0.56	Rhizobiales	0	Shinella	0.56	Rhizobiaceae	0
4375170	261	335	Bacteria	1.0	Bacteria	1	Firmicutes	0.94	Firmicutes	1	Bacilli	0.94	Bacilli	1	Bacillales	0.92	Bacillales	1	Bacillaceae 1	0.75	Bacillales	0	Bacillus	0.75	Bacillaceae	0
442734	1177	1251	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Xanthomonadales	0.99	Xanthomonadales	1	Xanthomonadaceae	0.99	Xanthomonadales	0	Stenotrophomonas	0.92	Xanthomonadaceae	0
963855	953	1027	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Enterobacteriales	0.41	Pasteurellales	0	Enterobacteriaceae	0.41	Pasteurellales	0	Cedecea	0.12	Pasteurellaceae	0
1090761	273	347	Bacteria	1.0	Bacteria	1	Actinobacteria	0.48	Actinobacteria	1	Actinobacteria	0.48	Actinobacteria	1	Actinomycetales	0.48	Actinomycetales	1	Actinomycetaceae	0.17	Actinomycetales	0	Actinomyces	0.17	Actinomycetaceae	0
1052044	355	429	Bacteria	1.0	Bacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinomycetales	0.96	Actinomycetales	1	Corynebacteriaceae	0.58	Actinomycetales	0	Corynebacterium	0.57	Corynebacteriaceae	0
699306	569	643	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Corynebacteriaceae	0.79	Actinomycetales	0	Corynebacterium	0.79	Corynebacteriaceae	0
52818	1120	1194	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Streptomycetaceae	0.68	Actinomycetales	0	Kitasatospora	0.67	Streptomycetaceae	0
258235	983	1057	Bacteria	1.0	Bacteria	1	Firmicutes	0.58	Firmicutes	1	Clostridia	0.55	Erysipelotrichi	0	Clostridiales	0.54	Erysipelotrichales	0	Clostridiales_Incertae Sedis XI	0.5	Erysipelotrichales	0	Finegoldia	0.5	Erysipelotrichaceae	0
692312	839	913	Bacteria	1.0	Bacteria	1	Proteobacteria	0.95	Proteobacteria	1	Gammaproteobacteria	0.89	Gammaproteobacteria	1	Alteromonadales	0.6	Alteromonadales	1	Alteromonadaceae	0.3	Alteromonadales	0	Marinobacter	0.3	Alteromonadaceae	0
4309924	120	194	Bacteria	0.99	Bacteria	1	Bacteroidetes	0.53	Bacteroidetes	1	Flavobacteria	0.22	[Saprospirae]	0	Flavobacteriales	0.22	[Saprospirales]	0	Flavobacteriaceae	0.2	[Saprospirales]	0	Flagellimonas	0.05	Saprospiraceae	0
947317	1243	1317	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Clostridia	0.92	Clostridia	1	Clostridiales	0.9	Clostridiales	1	Clostridiales_Incertae Sedis XI	0.83	Clostridiales	0	Tissierella	0.51	[Tissierellaceae]	0
812750	530	604	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Enterobacteriales	0.96	Enterobacteriales	1	Enterobacteriaceae	0.96	Enterobacteriales	0	Salmonella	0.91	Enterobacteriaceae	0
1037055	898	972	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.99	Actinomycetales	1	Micrococcaceae	0.53	Actinomycetales	0	Kocuria	0.47	Micrococcaceae	0
1690912	282	356	Bacteria	1.0	Bacteria	1	Proteobacteria	0.98	Proteobacteria	1	Betaproteobacteria	0.8	Betaproteobacteria	1	Burkholderiales	0.8	Burkholderiales	1	Burkholderiaceae	0.8	Burkholderiales	0	Cupriavidus	0.57	Burkholderiaceae	0
692169	140	214	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	1.0	Gammaproteobacteria	1	Pasteurellales	1.0	Pasteurellales	1	Pasteurellaceae	1.0	Pasteurellales	0	Haemophilus	0.55	Pasteurellaceae	0
851877	1206	1280	Bacteria	1.0	Bacteria	1	Firmicutes	0.94	Firmicutes	1	Negativicutes	0.86	Clostridia	0	Selenomonadales	0.86	Clostridiales	0	Veillonellaceae	0.86	Clostridiales	0	Veillonella	0.84	Veillonellaceae	0
431471	365	439	Bacteria	1.0	Bacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinobacteria	0.99	Actinobacteria	1	Actinomycetales	0.97	Actinomycetales	1	Propionibacteriaceae	0.94	Actinomycetales	0	Propionibacterium	0.8	Propionibacteriaceae	0
815203	789	863	Bacteria	0.99	Bacteria	1	Synergistetes	0.21	OP8	0	Synergistia	0.21	OP8_1	0	Synergistales	0.21	NA	NA	Synergistaceae	0.21	NA	NA	Synergistes	0.21	NA	NA	4450466	713	787	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Gammaproteobacteria	0.98	Gammaproteobacteria	1	Pasteurellales	0.97	Pasteurellales	1	Pasteurellaceae	0.97	Pasteurellales	0	Actinobacillus	0.86	Pasteurellaceae	0
1045553	943	1017	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.99	Bacillales	0	Staphylococcus	0.93	Staphylococcaceae	0
3427355	525	599	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Gammaproteobacteria	0.93	Gammaproteobacteria	1	Pseudomonadales	0.16	Alteromonadales	0	Pseudomonadaceae	0.15	Alteromonadales	0	Azomonas	0.03	Alteromonadaceae	0
208429	411	485	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.96	Bacteroidetes	1	Bacteroidia	0.83	Bacteroidia	1	Bacteroidales	0.83	Bacteroidales	1	Bacteroidaceae	0.66	Bacteroidales	0	Bacteroides	0.66	Bacteroidaceae	0
4344769	612	686	Bacteria	1.0	Bacteria	1	Cyanobacteria/Chloroplast	0.77	Cyanobacteria	0	Cyanobacteria	0.77	Synechococcophycideae	0	Family V	0.3	Pseudanabaenales	0	Family V	0.3	Pseudanabaenales	0	GpV	0.3	Pseudanabaenaceae	0
4412801	457	531	Bacteria	1.0	Bacteria	1	Firmicutes	0.65	Firmicutes	1	Negativicutes	0.1	Bacilli	0	Selenomonadales	0.1	Bacillales	0	Veillonellaceae	0.1	Bacillales	0	Sporomusa	0.07	Bacillaceae	0
862566	244	318	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.97	Bacillales	1	Staphylococcaceae	0.75	Bacillales	0	Staphylococcus	0.75	Staphylococcaceae	0
811809	530	604	Bacteria	1.0	Bacteria	1	Acidobacteria	0.93	Acidobacteria	1	Acidobacteria_Gp13	0.93	TM1	0	Gp13	0.93	NA	NA	Gp13	0.93	NA	NA	Gp13	0.93	NA	NA	4358702	1365	1439	Bacteria	0.98	Bacteria	1	Actinobacteria	0.64	Actinobacteria	1	Actinobacteria	0.64	Rubrobacteria	0	Rubrobacterales	0.52	Rubrobacterales	1	Rubrobacteraceae	0.52	Rubrobacterales	0	Rubrobacter	0.52	Rubrobacteraceae	0
2528296	911	985	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.97	Bacteroidetes	1	Bacteroidia	0.94	Bacteroidia	1	Bacteroidales	0.94	Bacteroidales	1	Bacteroidaceae	0.93	Bacteroidales	0	Bacteroides	0.93	Bacteroidaceae	0
59352	325	399	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Sphingobacteria	0.99	Bacteroidia	0	Sphingobacteriales	0.99	Bacteroidales	0	Cytophagaceae	0.99	Bacteroidales	0	Emticicia	0.99	Bacteroidaceae	0
915860	1083	1157	Bacteria	1.0	Bacteria	1	Firmicutes	0.97	Firmicutes	1	Bacilli	0.97	Bacilli	1	Bacillales	0.96	Bacillales	1	Staphylococcaceae	0.96	Bacillales	0	Staphylococcus	0.96	Staphylococcaceae	0
2007618	777	851	Bacteria	0.91	Bacteria	1	Bacteroidetes	0.81	Bacteroidetes	1	Sphingobacteria	0.53	NA	NA	Sphingobacteriales	0.53	NA	NA	Flammeovirgaceae	0.21	NA	NA	Sediminitomix	0.08	NA	NA	120225	126	200	Bacteria	0.97	Bacteria	1	Firmicutes	0.59	Firmicutes	1	Clostridia	0.53	Clostridia	1	Clostridiales	0.53	Clostridiales	1	Lachnospiraceae	0.47	Clostridiales	0	Clostridium XlVb	0.46	NA	NA	669732	1239	1313	Bacteria	1.0	Bacteria	1	Bacteroidetes	1.0	Bacteroidetes	1	Bacteroidia	1.0	Bacteroidia	1	Bacteroidales	1.0	Bacteroidales	1	Bacteroidaceae	0.46	Bacteroidales	0	Bacteroides	0.46	Bacteroidaceae	0
280682	919	993	Bacteria	1.0	Bacteria	1	Proteobacteria	0.99	Proteobacteria	1	Betaproteobacteria	0.88	Betaproteobacteria	1	Burkholderiales	0.81	Burkholderiales	1	Oxalobacteraceae	0.25	Burkholderiales	0	Janthinobacterium	0.24	Oxalobacteraceae	0
753716	758	832	Bacteria	1.0	Bacteria	1	Firmicutes	0.92	Firmicutes	1	Clostridia	0.88	Clostridia	1	Clostridiales	0.88	Clostridiales	1	Lachnospiraceae	0.76	Clostridiales	0	Coprococcus	0.06	Lachnospiraceae	0
773633	640	714	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Betaproteobacteria	1.0	Betaproteobacteria	1	Burkholderiales	0.99	Burkholderiales	1	Comamonadaceae	0.92	Burkholderiales	0	Hydrogenophaga	0.51	Comamonadaceae	0
3549384	468	542	Bacteria	0.99	Bacteria	1	Bacteroidetes	0.32	Bacteroidetes	1	Sphingobacteria	0.27	[Saprospirae]	0	Sphingobacteriales	0.27	[Saprospirales]	0	Chitinophagaceae	0.12	[Saprospirales]	0	Segetibacter	0.06	Chitinophagaceae	0
4443063	1017	1091	Bacteria	1.0	Bacteria	1	Bacteroidetes	0.85	Bacteroidetes	1	Bacteroidia	0.6	Bacteroidia	1	Bacteroidales	0.6	Bacteroidales	1	Porphyromonadaceae	0.23	Bacteroidales	0	Odoribacter	0.1	NA	NA	842584	1228	1302	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Proteobacteria	0	Clostridia	0.99	Alphaproteobacteria	0	Clostridiales	0.99	NA	NA	Ruminococcaceae	0.99	NA	NA	Flavonifractor	0.82	NA	NA	4481359	270	344	Bacteria	1.0	Bacteria	1	Firmicutes	0.76	Firmicutes	1	Clostridia	0.58	Clostridia	1	Clostridiales	0.56	Clostridiales	1	Lachnospiraceae	0.36	Clostridiales	0	Hespellia	0.14	Lachnospiraceae	0
212759	191	265	Bacteria	0.98	Bacteria	1	Bacteroidetes	0.79	Bacteroidetes	1	Bacteroidia	0.7	Bacteroidia	1	Bacteroidales	0.7	Bacteroidales	1	Prevotellaceae	0.67	Bacteroidales	0	Prevotella	0.64	Prevotellaceae	0
1072067	673	747	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	0.99	Bacillales	1	Staphylococcaceae	0.96	Bacillales	0	Staphylococcus	0.96	Staphylococcaceae	0
373451	1146	1220	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Coriobacteriia	0	Actinomycetales	0.99	Coriobacteriales	0	Propionibacteriaceae	0.89	Coriobacteriales	0	Propionibacterium	0.89	Coriobacteriaceae	0
3304796	1114	1188	Bacteria	0.99	Bacteria	1	Firmicutes	0.55	Firmicutes	1	Bacilli	0.3	Clostridia	0	Bacillales	0.24	Clostridiales	0	Bacillaceae 2	0.1	Clostridiales	0	Filobacillus	0.01	Lachnospiraceae	0
117526	647	721	Bacteria	1.0	Bacteria	1	Firmicutes	0.87	Firmicutes	1	Clostridia	0.83	Clostridia	1	Clostridiales	0.81	Clostridiales	1	Lachnospiraceae	0.8	Clostridiales	0	Lachnospiracea_incertae_sedis	0.41	Lachnospiraceae	0
58408	455	529	Bacteria	1.0	Bacteria	1	Proteobacteria	1.0	Proteobacteria	1	Alphaproteobacteria	1.0	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiales	1	Methylocystaceae	0.86	Rhizobiales	0	Methylocystis	0.78	Methylocystaceae	0
2944289	690	764	Bacteria	1.0	Bacteria	1	Proteobacteria	0.97	Proteobacteria	1	Betaproteobacteria	0.81	Betaproteobacteria	1	Burkholderiales	0.81	Burkholderiales	1	Oxalobacteraceae	0.42	Burkholderiales	0	Herbaspirillum	0.4	Comamonadaceae	0
260763	828	902	Bacteria	1.0	Bacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinobacteria	0.96	Actinobacteria	1	Actinomycetales	0.96	Actinomycetales	1	Streptomycetaceae	0.94	Actinomycetales	0	Kitasatospora	0.57	Streptomycetaceae	0
13278	580	654	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Cyanobacteria	0	Actinobacteria	1.0	Oscillatoriophycideae	0	Actinomycetales	1.0	Oscillatoriales	0	Tsukamurellaceae	0.82	Oscillatoriales	0	Tsukamurella	0.82	Oscillatoriaceae	0
176141	1267	1341	Bacteria	1.0	Bacteria	1	Firmicutes	0.9	Spirochaetes	0	Clostridia	0.81	Spirochaetes	0	Clostridiales	0.81	Spirochaetales	0	Lachnospiraceae	0.79	Spirochaetales	0	Dorea	0.78	Spirochaetaceae	0
822307	906	980	Bacteria	0.99	Bacteria	1	Proteobacteria	0.82	Proteobacteria	1	Gammaproteobacteria	0.69	Gammaproteobacteria	1	Gammaproteobacteria_incertae_sedis	0.06	Pseudomonadales	0	Sedimenticola	0.03	Pseudomonadales	0	Sedimenticola	0.03	Pseudomonadaceae	0
108108	30	104	Bacteria	1.0	Bacteria	1	Firmicutes	0.96	Firmicutes	1	Bacilli	0.96	Bacilli	1	Lactobacillales	0.96	Lactobacillales	1	Lactobacillaceae	0.95	Lactobacillales	0	Lactobacillus	0.95	Lactobacillaceae	0
1114951	770	844	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Micrococcaceae	0.83	Actinomycetales	0	Arthrobacter	0.75	Micrococcaceae	0
300295	166	240	Bacteria	1.0	Bacteria	1	Firmicutes	0.87	Firmicutes	1	Clostridia	0.77	Clostridia	1	Clostridiales	0.77	Clostridiales	1	Lachnospiraceae	0.51	Clostridiales	0	Oribacterium	0.21	Lachnospiraceae	0
382867	685	759	Bacteria	1.0	Bacteria	1	Proteobacteria	0.74	Proteobacteria	1	Betaproteobacteria	0.73	Betaproteobacteria	1	Burkholderiales	0.53	Neisseriales	0	Burkholderiaceae	0.15	Neisseriales	0	Ralstonia	0.11	Neisseriaceae	0
4431033	402	476	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Bacillales	1.0	Bacillales	1	Bacillaceae 1	0.25	Bacillales	0	Bacillus	0.24	Bacillaceae	0
4395884	143	217	Bacteria	1.0	Bacteria	1	Firmicutes	0.99	Firmicutes	1	Clostridia	0.99	Clostridia	1	Clostridiales	0.99	Clostridiales	1	Clostridiales_Incertae Sedis XI	0.87	Clostridiales	0	Parvimonas	0.87	[Tissierellaceae]	0
387860	797	871	Bacteria	1.0	Bacteria	1	Proteobacteria	0.15	Firmicutes	0	Alphaproteobacteria	0.15	Clostridia	0	Rhizobiales	0.15	Clostridiales	0	Hyphomicrobiaceae	0.15	Clostridiales	0	Gemmiger	0.15	Ruminococcaceae	0
4448420	174	248	Bacteria	1.0	Bacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinobacteria	1.0	Actinobacteria	1	Actinomycetales	1.0	Actinomycetales	1	Micrococcaceae	1.0	Actinomycetales	0	Rothia	1.0	Micrococcaceae	0
536895	1286	1360	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Negativicutes	0.98	Clostridia	0	Selenomonadales	0.98	Clostridiales	0	Veillonellaceae	0.98	Clostridiales	0	Selenomonas	0.53	Veillonellaceae	0
919991	559	633	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Lactobacillales	1.0	Lactobacillales	1	Streptococcaceae	1.0	Lactobacillales	0	Streptococcus	1.0	Streptococcaceae	0
4367849	851	925	Bacteria	1.0	Bacteria	1	Proteobacteria	0.96	Proteobacteria	1	Gammaproteobacteria	0.96	Gammaproteobacteria	1	Alteromonadales	0.85	Vibrionales	0	Shewanellaceae	0.85	Vibrionales	0	Shewanella	0.85	Pseudoalteromonadaceae	0
760968	599	673	Bacteria	1.0	Bacteria	1	Firmicutes	1.0	Firmicutes	1	Bacilli	1.0	Bacilli	1	Lactobacillales	1.0	Lactobacillales	1	Leuconostocaceae	1.0	Lactobacillales	0	Weissella	0.99	Leuconostocaceae	0
